product_name,node_name,year,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
IPHONE_NM_2028_PRO,CONSUMER_IN_PREMIUM_ASPIRER,2028,2058.0,2263.8,2469.6,2744.0,3018.4,3361.4,3773.0,4287.5,10650.1,7923.3,6482.7,5942.3
IPHONE_NM_2028_PRO,CONSUMER_IN_VALUE_SWITCHER,2028,2095.2,2211.6,2386.2,2560.8,2793.6,3026.4,3375.6,3724.8,6599.9,5889.8,5377.7,4888.8
IPHONE_NM_2028_PRO,CONSUMER_JP_REPLACEMENT,2028,840.0,864.0,912.0,984.0,1080.0,1176.0,1260.0,1416.0,3888.0,2904.0,2583.0,2457.0
IPHONE_NM_2028_PRO,CONSUMER_MX_VALUE,2028,600.0,660.0,720.0,840.0,960.0,1140.0,1320.0,1560.0,2916.0,2640.0,2331.0,2016.0
IPHONE_NM_2028_PRO,CONSUMER_SG_PREMIUM,2028,411.6,445.9,480.2,514.5,565.9,617.4,686.0,754.6,2083.9,1358.3,1080.4,936.2
IPHONE_NM_2028_PRO,CONSUMER_TH_VALUE,2028,523.8,547.1,570.4,605.3,651.8,698.4,756.6,838.1,1728.6,1344.5,1197.7,1136.6
IPHONE_NM_2028_PRO,CONSUMER_UK_PREMIUM,2028,2058.0,2229.5,2401.0,2606.8,2915.5,3361.4,3773.0,4287.5,12039.3,7923.3,6122.5,5402.2
IPHONE_NM_2028_PRO,CONSUMER_US_MAINSTREAM,2028,2400.0,2640.0,3120.0,3600.0,4200.0,5040.0,6000.0,6960.0,17820.0,15180.0,12600.0,11340.0
IPHONE_NM_2028_PRO,CONSUMER_US_PREMIUM_EARLY,2028,5145.0,6174.0,7546.0,8918.0,10976.0,13720.0,17836.0,24010.0,75569.9,45276.0,32413.5,27011.2
IPHONE_NM_2028_PRO,CONSUMER_VN_YOUTH,2028,488.9,523.8,558.7,605.3,675.1,745.0,814.8,907.9,1885.7,1472.5,1320.0,1197.7
