product_name,node_name,price_sales_shipped,cost_total,profit,marketing_promotion,sales_admin_cost,SGA_total,logistics_costs,warehouse_cost,direct_materials_costs,tariff_cost,purchase_total_cost,prod_indirect_labor,prod_indirect_others,direct_labor_costs,depreciation_others,manufacturing_overhead
IPHONE_NM_2028_BASE,COUNTRY_NODE_UK,969.0,333.5,635.5,1.0,8.0,9.0,3.0,2.0,318.5,0.0,321.5,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_BASE,COUNTRY_NODE_IN,969.0,333.5,635.5,1.0,8.0,9.0,3.0,2.0,318.5,0.0,321.5,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_BASE,COUNTRY_NODE_CN,969.0,333.5,635.5,1.0,8.0,9.0,3.0,2.0,318.5,0.0,321.5,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_BASE,COUNTRY_NODE_JP,969.0,333.5,635.5,1.0,8.0,9.0,3.0,2.0,318.5,0.0,321.5,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_BASE,COUNTRY_NODE_SG,969.0,333.5,635.5,1.0,8.0,9.0,3.0,2.0,318.5,0.0,321.5,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_BASE,COUNTRY_NODE_TH,969.0,333.5,635.5,1.0,8.0,9.0,3.0,2.0,318.5,0.0,321.5,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_BASE,COUNTRY_NODE_VN,969.0,333.5,635.5,1.0,8.0,9.0,3.0,2.0,318.5,0.0,321.5,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_BASE,CHANNEL_US_APPLE_ONLINE,969.0,340.5,628.5,6.0,12.0,18.0,1.5,0.5,318.5,0.0,320.0,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_BASE,CHANNEL_US_CARRIER,969.0,340.5,628.5,6.0,12.0,18.0,1.5,0.5,318.5,0.0,320.0,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_BASE,CHANNEL_CA_APPLE_ONLINE,969.0,340.5,628.5,6.0,12.0,18.0,1.5,0.5,318.5,0.0,320.0,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_BASE,CHANNEL_CA_CARRIER,969.0,340.5,628.5,6.0,12.0,18.0,1.5,0.5,318.5,0.0,320.0,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_BASE,CHANNEL_MX_LARGE_RETAIL,969.0,340.5,628.5,6.0,12.0,18.0,1.5,0.5,318.5,0.0,320.0,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_BASE,CHANNEL_MX_CARRIER,969.0,340.5,628.5,6.0,12.0,18.0,1.5,0.5,318.5,0.0,320.0,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_BASE,CHANNEL_DE_APPLE_ONLINE,969.0,340.5,628.5,6.0,12.0,18.0,1.5,0.5,318.5,0.0,320.0,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_BASE,CHANNEL_DE_CARRIER,969.0,340.5,628.5,6.0,12.0,18.0,1.5,0.5,318.5,0.0,320.0,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_BASE,CHANNEL_FR_APPLE_ONLINE,969.0,340.5,628.5,6.0,12.0,18.0,1.5,0.5,318.5,0.0,320.0,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_BASE,CHANNEL_FR_CARRIER,969.0,340.5,628.5,6.0,12.0,18.0,1.5,0.5,318.5,0.0,320.0,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_BASE,CHANNEL_UK_APPLE_ONLINE,969.0,340.5,628.5,6.0,12.0,18.0,1.5,0.5,318.5,0.0,320.0,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_BASE,CHANNEL_UK_CARRIER,969.0,340.5,628.5,6.0,12.0,18.0,1.5,0.5,318.5,0.0,320.0,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_BASE,CHANNEL_IN_LARGE_RETAIL,969.0,340.5,628.5,6.0,12.0,18.0,1.5,0.5,318.5,0.0,320.0,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_BASE,CHANNEL_IN_ECOM,969.0,340.5,628.5,6.0,12.0,18.0,1.5,0.5,318.5,0.0,320.0,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_BASE,CHANNEL_CN_APPLE_ONLINE,969.0,340.5,628.5,6.0,12.0,18.0,1.5,0.5,318.5,0.0,320.0,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_BASE,CHANNEL_CN_ECOM,969.0,340.5,628.5,6.0,12.0,18.0,1.5,0.5,318.5,0.0,320.0,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_BASE,CHANNEL_JP_APPLE_RETAIL,969.0,340.5,628.5,6.0,12.0,18.0,1.5,0.5,318.5,0.0,320.0,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_BASE,CHANNEL_JP_CARRIER,969.0,340.5,628.5,6.0,12.0,18.0,1.5,0.5,318.5,0.0,320.0,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_BASE,CHANNEL_SG_APPLE_ONLINE,969.0,340.5,628.5,6.0,12.0,18.0,1.5,0.5,318.5,0.0,320.0,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_BASE,CHANNEL_TH_DISTRIBUTOR,969.0,340.5,628.5,6.0,12.0,18.0,1.5,0.5,318.5,0.0,320.0,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_BASE,CHANNEL_VN_DISTRIBUTOR,969.0,340.5,628.5,6.0,12.0,18.0,1.5,0.5,318.5,0.0,320.0,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_BASE,CONSUMER_US_PREMIUM_EARLY,969.0,328.0,641.0,6.0,2.0,8.0,0.5,0.0,318.5,0.0,319.0,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_BASE,CONSUMER_US_MAINSTREAM,969.0,328.0,641.0,6.0,2.0,8.0,0.5,0.0,318.5,0.0,319.0,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_BASE,CONSUMER_CA_PREMIUM,969.0,328.0,641.0,6.0,2.0,8.0,0.5,0.0,318.5,0.0,319.0,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_BASE,CONSUMER_MX_VALUE,969.0,328.0,641.0,6.0,2.0,8.0,0.5,0.0,318.5,0.0,319.0,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_BASE,CONSUMER_DE_PREMIUM,969.0,328.0,641.0,6.0,2.0,8.0,0.5,0.0,318.5,0.0,319.0,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_BASE,CONSUMER_FR_MAINSTREAM,969.0,328.0,641.0,6.0,2.0,8.0,0.5,0.0,318.5,0.0,319.0,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_BASE,CONSUMER_UK_PREMIUM,969.0,328.0,641.0,6.0,2.0,8.0,0.5,0.0,318.5,0.0,319.0,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_BASE,CONSUMER_IN_VALUE_SWITCHER,969.0,328.0,641.0,6.0,2.0,8.0,0.5,0.0,318.5,0.0,319.0,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_BASE,CONSUMER_IN_PREMIUM_ASPIRER,969.0,328.0,641.0,6.0,2.0,8.0,0.5,0.0,318.5,0.0,319.0,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_BASE,CONSUMER_CN_PREMIUM_EARLY,969.0,328.0,641.0,6.0,2.0,8.0,0.5,0.0,318.5,0.0,319.0,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_BASE,CONSUMER_CN_MAINSTREAM,969.0,328.0,641.0,6.0,2.0,8.0,0.5,0.0,318.5,0.0,319.0,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_BASE,CONSUMER_JP_REPLACEMENT,969.0,328.0,641.0,6.0,2.0,8.0,0.5,0.0,318.5,0.0,319.0,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_BASE,CONSUMER_SG_PREMIUM,969.0,328.0,641.0,6.0,2.0,8.0,0.5,0.0,318.5,0.0,319.0,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_BASE,CONSUMER_TH_VALUE,969.0,328.0,641.0,6.0,2.0,8.0,0.5,0.0,318.5,0.0,319.0,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_BASE,CONSUMER_VN_YOUTH,969.0,328.0,641.0,6.0,2.0,8.0,0.5,0.0,318.5,0.0,319.0,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,ASM_CHINA_MAIN,1162.8,386.22,776.58,1.0,2.0,3.0,6.0,0.0,356.72,0.0,362.72,1.0,0,18.0,1.5,2.5
IPHONE_NM_2028_PRO,ASM_INDIA_MAIN,1162.8,383.72,779.08,1.0,2.0,3.0,6.0,0.0,356.72,0.0,362.72,1.0,0,15.5,1.5,2.5
IPHONE_NM_2028_PRO,ASM_VIETNAM_MAIN,1162.8,384.42,778.38,1.0,2.0,3.0,6.0,0.0,356.72,0.0,362.72,1.0,0,16.2,1.5,2.5
IPHONE_NM_2028_PRO,RH_NA,1162.8,372.72,790.08,1.0,4.0,5.0,8.0,2.0,356.72,0.0,364.72,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,RH_EU_WEST,1162.8,372.72,790.08,1.0,4.0,5.0,8.0,2.0,356.72,0.0,364.72,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,RH_INDIA,1162.8,372.72,790.08,1.0,4.0,5.0,8.0,2.0,356.72,0.0,364.72,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,RH_CHINA,1162.8,372.72,790.08,1.0,4.0,5.0,8.0,2.0,356.72,0.0,364.72,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,RH_JAPAN,1162.8,372.72,790.08,1.0,4.0,5.0,8.0,2.0,356.72,0.0,364.72,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,RH_SEA,1162.8,372.72,790.08,1.0,4.0,5.0,8.0,2.0,356.72,0.0,364.72,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,COUNTRY_NODE_US,1162.8,371.72,791.08,1.0,8.0,9.0,3.0,2.0,356.72,0.0,359.72,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,COUNTRY_NODE_CA,1162.8,371.72,791.08,1.0,8.0,9.0,3.0,2.0,356.72,0.0,359.72,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,COUNTRY_NODE_MX,1162.8,371.72,791.08,1.0,8.0,9.0,3.0,2.0,356.72,0.0,359.72,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,COUNTRY_NODE_DE,1162.8,371.72,791.08,1.0,8.0,9.0,3.0,2.0,356.72,0.0,359.72,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,COUNTRY_NODE_FR,1162.8,371.72,791.08,1.0,8.0,9.0,3.0,2.0,356.72,0.0,359.72,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,COUNTRY_NODE_UK,1162.8,371.72,791.08,1.0,8.0,9.0,3.0,2.0,356.72,0.0,359.72,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,COUNTRY_NODE_IN,1162.8,371.72,791.08,1.0,8.0,9.0,3.0,2.0,356.72,0.0,359.72,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,COUNTRY_NODE_CN,1162.8,371.72,791.08,1.0,8.0,9.0,3.0,2.0,356.72,0.0,359.72,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,COUNTRY_NODE_JP,1162.8,371.72,791.08,1.0,8.0,9.0,3.0,2.0,356.72,0.0,359.72,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,COUNTRY_NODE_SG,1162.8,371.72,791.08,1.0,8.0,9.0,3.0,2.0,356.72,0.0,359.72,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,COUNTRY_NODE_TH,1162.8,371.72,791.08,1.0,8.0,9.0,3.0,2.0,356.72,0.0,359.72,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,COUNTRY_NODE_VN,1162.8,371.72,791.08,1.0,8.0,9.0,3.0,2.0,356.72,0.0,359.72,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,CHANNEL_US_APPLE_ONLINE,1162.8,378.72,784.08,6.0,12.0,18.0,1.5,0.5,356.72,0.0,358.22,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_PRO,CHANNEL_US_CARRIER,1162.8,378.72,784.08,6.0,12.0,18.0,1.5,0.5,356.72,0.0,358.22,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_PRO,CHANNEL_CA_APPLE_ONLINE,1162.8,378.72,784.08,6.0,12.0,18.0,1.5,0.5,356.72,0.0,358.22,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_PRO,CHANNEL_CA_CARRIER,1162.8,378.72,784.08,6.0,12.0,18.0,1.5,0.5,356.72,0.0,358.22,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_PRO,CHANNEL_MX_LARGE_RETAIL,1162.8,378.72,784.08,6.0,12.0,18.0,1.5,0.5,356.72,0.0,358.22,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_PRO,CHANNEL_MX_CARRIER,1162.8,378.72,784.08,6.0,12.0,18.0,1.5,0.5,356.72,0.0,358.22,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_PRO,CHANNEL_DE_APPLE_ONLINE,1162.8,378.72,784.08,6.0,12.0,18.0,1.5,0.5,356.72,0.0,358.22,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_PRO,CHANNEL_DE_CARRIER,1162.8,378.72,784.08,6.0,12.0,18.0,1.5,0.5,356.72,0.0,358.22,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_PRO,CHANNEL_FR_APPLE_ONLINE,1162.8,378.72,784.08,6.0,12.0,18.0,1.5,0.5,356.72,0.0,358.22,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_PRO,CHANNEL_FR_CARRIER,1162.8,378.72,784.08,6.0,12.0,18.0,1.5,0.5,356.72,0.0,358.22,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_PRO,CHANNEL_UK_APPLE_ONLINE,1162.8,378.72,784.08,6.0,12.0,18.0,1.5,0.5,356.72,0.0,358.22,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_PRO,CHANNEL_UK_CARRIER,1162.8,378.72,784.08,6.0,12.0,18.0,1.5,0.5,356.72,0.0,358.22,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_PRO,CHANNEL_IN_LARGE_RETAIL,1162.8,378.72,784.08,6.0,12.0,18.0,1.5,0.5,356.72,0.0,358.22,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_PRO,CHANNEL_IN_ECOM,1162.8,378.72,784.08,6.0,12.0,18.0,1.5,0.5,356.72,0.0,358.22,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_PRO,CHANNEL_CN_APPLE_ONLINE,1162.8,378.72,784.08,6.0,12.0,18.0,1.5,0.5,356.72,0.0,358.22,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_PRO,CHANNEL_CN_ECOM,1162.8,378.72,784.08,6.0,12.0,18.0,1.5,0.5,356.72,0.0,358.22,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_PRO,CHANNEL_JP_APPLE_RETAIL,1162.8,378.72,784.08,6.0,12.0,18.0,1.5,0.5,356.72,0.0,358.22,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_PRO,CHANNEL_JP_CARRIER,1162.8,378.72,784.08,6.0,12.0,18.0,1.5,0.5,356.72,0.0,358.22,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_PRO,CHANNEL_SG_APPLE_ONLINE,1162.8,378.72,784.08,6.0,12.0,18.0,1.5,0.5,356.72,0.0,358.22,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_PRO,CHANNEL_TH_DISTRIBUTOR,1162.8,378.72,784.08,6.0,12.0,18.0,1.5,0.5,356.72,0.0,358.22,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_PRO,CHANNEL_VN_DISTRIBUTOR,1162.8,378.72,784.08,6.0,12.0,18.0,1.5,0.5,356.72,0.0,358.22,0.0,0,2.0,0.0,0.0
IPHONE_NM_2028_PRO,CONSUMER_US_PREMIUM_EARLY,1162.8,366.22,796.58,6.0,2.0,8.0,0.5,0.0,356.72,0.0,357.22,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,CONSUMER_US_MAINSTREAM,1162.8,366.22,796.58,6.0,2.0,8.0,0.5,0.0,356.72,0.0,357.22,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,CONSUMER_CA_PREMIUM,1162.8,366.22,796.58,6.0,2.0,8.0,0.5,0.0,356.72,0.0,357.22,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,CONSUMER_MX_VALUE,1162.8,366.22,796.58,6.0,2.0,8.0,0.5,0.0,356.72,0.0,357.22,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,CONSUMER_DE_PREMIUM,1162.8,366.22,796.58,6.0,2.0,8.0,0.5,0.0,356.72,0.0,357.22,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,CONSUMER_FR_MAINSTREAM,1162.8,366.22,796.58,6.0,2.0,8.0,0.5,0.0,356.72,0.0,357.22,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,CONSUMER_UK_PREMIUM,1162.8,366.22,796.58,6.0,2.0,8.0,0.5,0.0,356.72,0.0,357.22,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,CONSUMER_IN_VALUE_SWITCHER,1162.8,366.22,796.58,6.0,2.0,8.0,0.5,0.0,356.72,0.0,357.22,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,CONSUMER_IN_PREMIUM_ASPIRER,1162.8,366.22,796.58,6.0,2.0,8.0,0.5,0.0,356.72,0.0,357.22,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,CONSUMER_CN_PREMIUM_EARLY,1162.8,366.22,796.58,6.0,2.0,8.0,0.5,0.0,356.72,0.0,357.22,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,CONSUMER_CN_MAINSTREAM,1162.8,366.22,796.58,6.0,2.0,8.0,0.5,0.0,356.72,0.0,357.22,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,CONSUMER_JP_REPLACEMENT,1162.8,366.22,796.58,6.0,2.0,8.0,0.5,0.0,356.72,0.0,357.22,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,CONSUMER_SG_PREMIUM,1162.8,366.22,796.58,6.0,2.0,8.0,0.5,0.0,356.72,0.0,357.22,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,CONSUMER_TH_VALUE,1162.8,366.22,796.58,6.0,2.0,8.0,0.5,0.0,356.72,0.0,357.22,0.0,0,1.0,0.0,0.0
IPHONE_NM_2028_PRO,CONSUMER_VN_YOUTH,1162.8,366.22,796.58,6.0,2.0,8.0,0.5,0.0,356.72,0.0,357.22,0.0,0,1.0,0.0,0.0
