product_name,node_name,price_sales_shipped,cost_total,profit,marketing_promotion,sales_admin_cost,SGA_total,logistics_costs,warehouse_cost,direct_materials_costs,tariff_cost,purchase_total_cost,prod_indirect_labor,prod_indirect_others,direct_labor_costs,depreciation_others,manufacturing_overhead
IPHONE_NM_2028_BASE,CS_US_PREMIUM,969.0,320.0,649.0,0.0,0.0,0.0,0.0,0.0,318.5,0.0,318.5,0.5,0.0,0.0,0.0,1.0
IPHONE_NM_2028_BASE,CS_US_MAINSTREAM,954.47,320.0,634.47,0.0,0.0,0.0,0.0,0.0,318.5,0.0,318.5,0.5,0.0,0.0,0.0,1.0
IPHONE_NM_2028_BASE,CS_DE_PREMIUM,1046.52,320.0,726.52,0.0,0.0,0.0,0.0,0.0,318.5,0.0,318.5,0.5,0.0,0.0,0.0,1.0
IPHONE_NM_2028_BASE,CS_UK_MAINSTREAM,1036.83,320.0,716.83,0.0,0.0,0.0,0.0,0.0,318.5,0.0,318.5,0.5,0.0,0.0,0.0,1.0
IPHONE_NM_2028_BASE,CS_JP_REPLACEMENT,998.07,320.0,678.07,0.0,0.0,0.0,0.0,0.0,318.5,0.0,318.5,0.5,0.0,0.0,0.0,1.0
IPHONE_NM_2028_BASE,CS_IN_ASPIRER,872.1,320.0,552.1,0.0,0.0,0.0,0.0,0.0,318.5,0.0,318.5,0.5,0.0,0.0,0.0,1.0
IPHONE_NM_2028_BASE,CS_CN_PREMIUM,949.62,320.0,629.62,0.0,0.0,0.0,0.0,0.0,318.5,0.0,318.5,0.5,0.0,0.0,0.0,1.0
IPHONE_NM_2028_PRO,supply_point,0.0,417.5,-417.5,1.0,2.0,3.0,0.0,0.0,412.0,0.0,412.0,0.5,0.0,1.0,0.0,1.0
IPHONE_NM_2028_PRO,DAD_FAS_AMER,0.0,423.0,-423.0,1.0,3.0,4.0,4.0,0.0,412.0,0.0,412.0,0.5,0.0,1.5,0.0,1.0
IPHONE_NM_2028_PRO,DAD_FAS_EURO,0.0,424.0,-424.0,1.0,3.0,4.0,5.0,0.0,412.0,0.0,412.0,0.5,0.0,1.5,0.0,1.0
IPHONE_NM_2028_PRO,DAD_FAS_APAC,0.0,422.5,-422.5,1.0,3.0,4.0,3.5,0.0,412.0,0.0,412.0,0.5,0.0,1.5,0.0,1.0
IPHONE_NM_2028_PRO,WS_NA,0.0,429.5,-429.5,1.0,4.0,5.0,8.0,2.0,412.0,0.0,414.0,0.5,0.0,1.0,0.0,1.0
IPHONE_NM_2028_PRO,WS_EU,0.0,430.2,-430.2,1.0,4.0,5.0,8.5,2.2,412.0,0.0,414.2,0.5,0.0,1.0,0.0,1.0
IPHONE_NM_2028_PRO,WS_APAC,0.0,428.3,-428.3,1.0,4.0,5.0,7.0,1.8,412.0,0.0,413.8,0.5,0.0,1.0,0.0,1.0
IPHONE_NM_2028_PRO,RT_US_ONLINE,1169.0,431.0,738.0,4.0,6.0,10.0,6.0,0.5,412.0,0.0,412.5,0.5,0.0,1.0,0.0,1.0
IPHONE_NM_2028_PRO,RT_US_CARRIER,1151.46,433.0,718.46,5.0,6.5,11.5,6.5,0.5,412.0,0.0,412.5,0.5,0.0,1.0,0.0,1.0
IPHONE_NM_2028_PRO,RT_DE_ONLINE,1262.52,433.1,829.42,4.5,6.0,10.5,7.5,0.6,412.0,0.0,412.6,0.5,0.0,1.0,0.0,1.0
IPHONE_NM_2028_PRO,RT_UK_CARRIER,1250.83,434.1,816.73,5.0,6.5,11.5,7.5,0.6,412.0,0.0,412.6,0.5,0.0,1.0,0.0,1.0
IPHONE_NM_2028_PRO,RT_JP_APPLE,1204.07,430.4,773.67,4.0,5.5,9.5,6.0,0.4,412.0,0.0,412.4,0.5,0.0,1.0,0.0,1.0
IPHONE_NM_2028_PRO,RT_IN_ECOM,1052.1,427.9,624.2,3.0,5.0,8.0,5.0,0.4,412.0,0.0,412.4,0.5,0.0,1.0,0.0,1.0
IPHONE_NM_2028_PRO,RT_CN_ONLINE,1145.62,429.4,716.22,3.5,5.5,9.0,5.5,0.4,412.0,0.0,412.4,0.5,0.0,1.0,0.0,1.0
IPHONE_NM_2028_PRO,CS_US_PREMIUM,1169.0,413.5,755.5,0.0,0.0,0.0,0.0,0.0,412.0,0.0,412.0,0.5,0.0,0.0,0.0,1.0
IPHONE_NM_2028_PRO,CS_US_MAINSTREAM,1151.46,413.5,737.96,0.0,0.0,0.0,0.0,0.0,412.0,0.0,412.0,0.5,0.0,0.0,0.0,1.0
IPHONE_NM_2028_PRO,CS_DE_PREMIUM,1262.52,413.5,849.02,0.0,0.0,0.0,0.0,0.0,412.0,0.0,412.0,0.5,0.0,0.0,0.0,1.0
IPHONE_NM_2028_PRO,CS_UK_MAINSTREAM,1250.83,413.5,837.33,0.0,0.0,0.0,0.0,0.0,412.0,0.0,412.0,0.5,0.0,0.0,0.0,1.0
IPHONE_NM_2028_PRO,CS_JP_REPLACEMENT,1204.07,413.5,790.57,0.0,0.0,0.0,0.0,0.0,412.0,0.0,412.0,0.5,0.0,0.0,0.0,1.0
IPHONE_NM_2028_PRO,CS_IN_ASPIRER,1052.1,413.5,638.6,0.0,0.0,0.0,0.0,0.0,412.0,0.0,412.0,0.5,0.0,0.0,0.0,1.0
IPHONE_NM_2028_PRO,CS_CN_PREMIUM,1145.62,413.5,732.12,0.0,0.0,0.0,0.0,0.0,412.0,0.0,412.0,0.5,0.0,0.0,0.0,1.0
