record_status,source_type,source_ref,confidence_level,owner_name,last_updated_at,remarks,demand_id,product_id,consumer_node_id,consumer_segment_id,bucket_month,base_demand_qty,launch_uplift_factor,seasonality_factor,price_response_factor,competition_factor,supply_shortage_feedback_factor,final_demand_qty
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_US_PREMIUM_EARLY_2028M11,IPHONE_NM_2028_BASE,CONSUMER_US_PREMIUM_EARLY,US_PREMIUM_EARLY,2028-11,90000,1.0,1.05,0.98,1.0,1.0,92610
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_US_PREMIUM_EARLY_2028M12,IPHONE_NM_2028_BASE,CONSUMER_US_PREMIUM_EARLY,US_PREMIUM_EARLY,2028-12,75000,1.0,1.05,0.98,1.0,1.0,77175
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_US_MAINSTREAM_2028M01,IPHONE_NM_2028_BASE,CONSUMER_US_MAINSTREAM,US_MAINSTREAM,2028-01,20000,1.0,1.0,1.0,1.0,1.0,20000
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_US_MAINSTREAM_2028M02,IPHONE_NM_2028_BASE,CONSUMER_US_MAINSTREAM,US_MAINSTREAM,2028-02,22000,1.0,1.0,1.0,1.0,1.0,22000
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_US_MAINSTREAM_2028M03,IPHONE_NM_2028_BASE,CONSUMER_US_MAINSTREAM,US_MAINSTREAM,2028-03,26000,1.0,1.0,1.0,1.0,1.0,26000
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_US_MAINSTREAM_2028M04,IPHONE_NM_2028_BASE,CONSUMER_US_MAINSTREAM,US_MAINSTREAM,2028-04,30000,1.0,1.0,1.0,1.0,1.0,30000
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_US_MAINSTREAM_2028M05,IPHONE_NM_2028_BASE,CONSUMER_US_MAINSTREAM,US_MAINSTREAM,2028-05,35000,1.0,1.0,1.0,1.0,1.0,35000
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_US_MAINSTREAM_2028M06,IPHONE_NM_2028_BASE,CONSUMER_US_MAINSTREAM,US_MAINSTREAM,2028-06,42000,1.0,1.0,1.0,1.0,1.0,42000
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_US_MAINSTREAM_2028M07,IPHONE_NM_2028_BASE,CONSUMER_US_MAINSTREAM,US_MAINSTREAM,2028-07,50000,1.0,1.0,1.0,1.0,1.0,50000
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_US_MAINSTREAM_2028M08,IPHONE_NM_2028_BASE,CONSUMER_US_MAINSTREAM,US_MAINSTREAM,2028-08,58000,1.0,1.0,1.0,1.0,1.0,58000
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_US_MAINSTREAM_2028M09,IPHONE_NM_2028_BASE,CONSUMER_US_MAINSTREAM,US_MAINSTREAM,2028-09,110000,1.35,1.0,1.0,1.0,1.0,148500
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_US_MAINSTREAM_2028M10,IPHONE_NM_2028_BASE,CONSUMER_US_MAINSTREAM,US_MAINSTREAM,2028-10,115000,1.1,1.0,1.0,1.0,1.0,126500
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_US_MAINSTREAM_2028M11,IPHONE_NM_2028_BASE,CONSUMER_US_MAINSTREAM,US_MAINSTREAM,2028-11,100000,1.0,1.05,1.0,1.0,1.0,105000
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_US_MAINSTREAM_2028M12,IPHONE_NM_2028_BASE,CONSUMER_US_MAINSTREAM,US_MAINSTREAM,2028-12,90000,1.0,1.05,1.0,1.0,1.0,94500
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CA_PREMIUM_2028M01,IPHONE_NM_2028_BASE,CONSUMER_CA_PREMIUM,CA_PREMIUM,2028-01,3000,1.0,1.0,0.98,1.0,1.0,2940
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CA_PREMIUM_2028M02,IPHONE_NM_2028_BASE,CONSUMER_CA_PREMIUM,CA_PREMIUM,2028-02,3500,1.0,1.0,0.98,1.0,1.0,3430
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CA_PREMIUM_2028M03,IPHONE_NM_2028_BASE,CONSUMER_CA_PREMIUM,CA_PREMIUM,2028-03,4200,1.0,1.0,0.98,1.0,1.0,4116
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CA_PREMIUM_2028M04,IPHONE_NM_2028_BASE,CONSUMER_CA_PREMIUM,CA_PREMIUM,2028-04,5000,1.0,1.0,0.98,1.0,1.0,4900
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CA_PREMIUM_2028M05,IPHONE_NM_2028_BASE,CONSUMER_CA_PREMIUM,CA_PREMIUM,2028-05,6000,1.0,1.0,0.98,1.0,1.0,5880
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CA_PREMIUM_2028M06,IPHONE_NM_2028_BASE,CONSUMER_CA_PREMIUM,CA_PREMIUM,2028-06,7000,1.0,1.0,0.98,1.0,1.0,6860
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CA_PREMIUM_2028M07,IPHONE_NM_2028_BASE,CONSUMER_CA_PREMIUM,CA_PREMIUM,2028-07,9000,1.0,1.0,0.98,1.0,1.0,8820
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CA_PREMIUM_2028M08,IPHONE_NM_2028_BASE,CONSUMER_CA_PREMIUM,CA_PREMIUM,2028-08,11000,1.0,1.0,0.98,1.0,1.0,10780
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CA_PREMIUM_2028M09,IPHONE_NM_2028_BASE,CONSUMER_CA_PREMIUM,CA_PREMIUM,2028-09,24000,1.35,1.0,0.98,1.0,1.0,31752
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CA_PREMIUM_2028M10,IPHONE_NM_2028_BASE,CONSUMER_CA_PREMIUM,CA_PREMIUM,2028-10,18000,1.1,1.0,0.98,1.0,1.0,19404
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CA_PREMIUM_2028M11,IPHONE_NM_2028_BASE,CONSUMER_CA_PREMIUM,CA_PREMIUM,2028-11,14000,1.0,1.05,0.98,1.0,1.0,14406
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CA_PREMIUM_2028M12,IPHONE_NM_2028_BASE,CONSUMER_CA_PREMIUM,CA_PREMIUM,2028-12,12000,1.0,1.05,0.98,1.0,1.0,12348
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_MX_VALUE_2028M01,IPHONE_NM_2028_BASE,CONSUMER_MX_VALUE,MX_VALUE,2028-01,5000,1.0,1.0,1.0,1.0,1.0,5000
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_MX_VALUE_2028M02,IPHONE_NM_2028_BASE,CONSUMER_MX_VALUE,MX_VALUE,2028-02,5500,1.0,1.0,1.0,1.0,1.0,5500
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_MX_VALUE_2028M03,IPHONE_NM_2028_BASE,CONSUMER_MX_VALUE,MX_VALUE,2028-03,6000,1.0,1.0,1.0,1.0,1.0,6000
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_MX_VALUE_2028M04,IPHONE_NM_2028_BASE,CONSUMER_MX_VALUE,MX_VALUE,2028-04,7000,1.0,1.0,1.0,1.0,1.0,7000
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_MX_VALUE_2028M05,IPHONE_NM_2028_BASE,CONSUMER_MX_VALUE,MX_VALUE,2028-05,8000,1.0,1.0,1.0,1.0,1.0,8000
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_MX_VALUE_2028M06,IPHONE_NM_2028_BASE,CONSUMER_MX_VALUE,MX_VALUE,2028-06,9500,1.0,1.0,1.0,1.0,1.0,9500
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_MX_VALUE_2028M07,IPHONE_NM_2028_BASE,CONSUMER_MX_VALUE,MX_VALUE,2028-07,11000,1.0,1.0,1.0,1.0,1.0,11000
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_MX_VALUE_2028M08,IPHONE_NM_2028_BASE,CONSUMER_MX_VALUE,MX_VALUE,2028-08,13000,1.0,1.0,1.0,1.0,1.0,13000
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_MX_VALUE_2028M09,IPHONE_NM_2028_BASE,CONSUMER_MX_VALUE,MX_VALUE,2028-09,18000,1.35,1.0,1.0,1.0,1.0,24300
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_MX_VALUE_2028M10,IPHONE_NM_2028_BASE,CONSUMER_MX_VALUE,MX_VALUE,2028-10,20000,1.1,1.0,1.0,1.0,1.0,22000
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_MX_VALUE_2028M11,IPHONE_NM_2028_BASE,CONSUMER_MX_VALUE,MX_VALUE,2028-11,18500,1.0,1.05,1.0,1.0,1.0,19425
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_MX_VALUE_2028M12,IPHONE_NM_2028_BASE,CONSUMER_MX_VALUE,MX_VALUE,2028-12,16000,1.0,1.05,1.0,1.0,1.0,16800
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_DE_PREMIUM_2028M01,IPHONE_NM_2028_BASE,CONSUMER_DE_PREMIUM,DE_PREMIUM,2028-01,7000,1.0,1.0,0.98,1.0,1.0,6860
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_DE_PREMIUM_2028M02,IPHONE_NM_2028_BASE,CONSUMER_DE_PREMIUM,DE_PREMIUM,2028-02,7600,1.0,1.0,0.98,1.0,1.0,7448
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_DE_PREMIUM_2028M03,IPHONE_NM_2028_BASE,CONSUMER_DE_PREMIUM,DE_PREMIUM,2028-03,8200,1.0,1.0,0.98,1.0,1.0,8036
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_DE_PREMIUM_2028M04,IPHONE_NM_2028_BASE,CONSUMER_DE_PREMIUM,DE_PREMIUM,2028-04,9000,1.0,1.0,0.98,1.0,1.0,8820
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_DE_PREMIUM_2028M05,IPHONE_NM_2028_BASE,CONSUMER_DE_PREMIUM,DE_PREMIUM,2028-05,10000,1.0,1.0,0.98,1.0,1.0,9800
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_DE_PREMIUM_2028M06,IPHONE_NM_2028_BASE,CONSUMER_DE_PREMIUM,DE_PREMIUM,2028-06,11500,1.0,1.0,0.98,1.0,1.0,11270
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_DE_PREMIUM_2028M07,IPHONE_NM_2028_BASE,CONSUMER_DE_PREMIUM,DE_PREMIUM,2028-07,13000,1.0,1.0,0.98,1.0,1.0,12740
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_DE_PREMIUM_2028M08,IPHONE_NM_2028_BASE,CONSUMER_DE_PREMIUM,DE_PREMIUM,2028-08,14500,1.0,1.0,0.98,1.0,1.0,14210
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_DE_PREMIUM_2028M09,IPHONE_NM_2028_BASE,CONSUMER_DE_PREMIUM,DE_PREMIUM,2028-09,30000,1.35,1.0,0.98,1.0,1.0,39690
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_DE_PREMIUM_2028M10,IPHONE_NM_2028_BASE,CONSUMER_DE_PREMIUM,DE_PREMIUM,2028-10,24000,1.1,1.0,0.98,1.0,1.0,25872
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_DE_PREMIUM_2028M11,IPHONE_NM_2028_BASE,CONSUMER_DE_PREMIUM,DE_PREMIUM,2028-11,19000,1.0,1.05,0.98,1.0,1.0,19551
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_DE_PREMIUM_2028M12,IPHONE_NM_2028_BASE,CONSUMER_DE_PREMIUM,DE_PREMIUM,2028-12,17000,1.0,1.05,0.98,1.0,1.0,17493
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_FR_MAINSTREAM_2028M01,IPHONE_NM_2028_BASE,CONSUMER_FR_MAINSTREAM,FR_MAINSTREAM,2028-01,6500,1.0,1.0,1.0,1.0,1.0,6500
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_FR_MAINSTREAM_2028M02,IPHONE_NM_2028_BASE,CONSUMER_FR_MAINSTREAM,FR_MAINSTREAM,2028-02,6900,1.0,1.0,1.0,1.0,1.0,6900
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_FR_MAINSTREAM_2028M03,IPHONE_NM_2028_BASE,CONSUMER_FR_MAINSTREAM,FR_MAINSTREAM,2028-03,7400,1.0,1.0,1.0,1.0,1.0,7400
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_FR_MAINSTREAM_2028M04,IPHONE_NM_2028_BASE,CONSUMER_FR_MAINSTREAM,FR_MAINSTREAM,2028-04,8100,1.0,1.0,1.0,1.0,1.0,8100
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_FR_MAINSTREAM_2028M05,IPHONE_NM_2028_BASE,CONSUMER_FR_MAINSTREAM,FR_MAINSTREAM,2028-05,9000,1.0,1.0,1.0,1.0,1.0,9000
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_FR_MAINSTREAM_2028M06,IPHONE_NM_2028_BASE,CONSUMER_FR_MAINSTREAM,FR_MAINSTREAM,2028-06,10200,1.0,1.0,1.0,1.0,1.0,10200
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_FR_MAINSTREAM_2028M07,IPHONE_NM_2028_BASE,CONSUMER_FR_MAINSTREAM,FR_MAINSTREAM,2028-07,11500,1.0,1.0,1.0,1.0,1.0,11500
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_FR_MAINSTREAM_2028M08,IPHONE_NM_2028_BASE,CONSUMER_FR_MAINSTREAM,FR_MAINSTREAM,2028-08,12800,1.0,1.0,1.0,1.0,1.0,12800
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_FR_MAINSTREAM_2028M09,IPHONE_NM_2028_BASE,CONSUMER_FR_MAINSTREAM,FR_MAINSTREAM,2028-09,22000,1.35,1.0,1.0,1.0,1.0,29700
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_FR_MAINSTREAM_2028M10,IPHONE_NM_2028_BASE,CONSUMER_FR_MAINSTREAM,FR_MAINSTREAM,2028-10,21000,1.1,1.0,1.0,1.0,1.0,23100
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_FR_MAINSTREAM_2028M11,IPHONE_NM_2028_BASE,CONSUMER_FR_MAINSTREAM,FR_MAINSTREAM,2028-11,18500,1.0,1.05,1.0,1.0,1.0,19425
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_FR_MAINSTREAM_2028M12,IPHONE_NM_2028_BASE,CONSUMER_FR_MAINSTREAM,FR_MAINSTREAM,2028-12,17500,1.0,1.05,1.0,1.0,1.0,18375
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_UK_PREMIUM_2028M01,IPHONE_NM_2028_BASE,CONSUMER_UK_PREMIUM,UK_PREMIUM,2028-01,6000,1.0,1.0,0.98,1.0,1.0,5880
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_UK_PREMIUM_2028M02,IPHONE_NM_2028_BASE,CONSUMER_UK_PREMIUM,UK_PREMIUM,2028-02,6500,1.0,1.0,0.98,1.0,1.0,6370
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_UK_PREMIUM_2028M03,IPHONE_NM_2028_BASE,CONSUMER_UK_PREMIUM,UK_PREMIUM,2028-03,7000,1.0,1.0,0.98,1.0,1.0,6860
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_UK_PREMIUM_2028M04,IPHONE_NM_2028_BASE,CONSUMER_UK_PREMIUM,UK_PREMIUM,2028-04,7600,1.0,1.0,0.98,1.0,1.0,7448
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_UK_PREMIUM_2028M05,IPHONE_NM_2028_BASE,CONSUMER_UK_PREMIUM,UK_PREMIUM,2028-05,8500,1.0,1.0,0.98,1.0,1.0,8330
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_UK_PREMIUM_2028M06,IPHONE_NM_2028_BASE,CONSUMER_UK_PREMIUM,UK_PREMIUM,2028-06,9800,1.0,1.0,0.98,1.0,1.0,9604
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_UK_PREMIUM_2028M07,IPHONE_NM_2028_BASE,CONSUMER_UK_PREMIUM,UK_PREMIUM,2028-07,11000,1.0,1.0,0.98,1.0,1.0,10780
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_UK_PREMIUM_2028M08,IPHONE_NM_2028_BASE,CONSUMER_UK_PREMIUM,UK_PREMIUM,2028-08,12500,1.0,1.0,0.98,1.0,1.0,12250
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_UK_PREMIUM_2028M09,IPHONE_NM_2028_BASE,CONSUMER_UK_PREMIUM,UK_PREMIUM,2028-09,26000,1.35,1.0,0.98,1.0,1.0,34398
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_UK_PREMIUM_2028M10,IPHONE_NM_2028_BASE,CONSUMER_UK_PREMIUM,UK_PREMIUM,2028-10,21000,1.1,1.0,0.98,1.0,1.0,22638
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_UK_PREMIUM_2028M11,IPHONE_NM_2028_BASE,CONSUMER_UK_PREMIUM,UK_PREMIUM,2028-11,17000,1.0,1.05,0.98,1.0,1.0,17493
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_UK_PREMIUM_2028M12,IPHONE_NM_2028_BASE,CONSUMER_UK_PREMIUM,UK_PREMIUM,2028-12,15000,1.0,1.05,0.98,1.0,1.0,15435
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_IN_VALUE_SWITCHER_2028M01,IPHONE_NM_2028_BASE,CONSUMER_IN_VALUE_SWITCHER,IN_VALUE_SWITCHER,2028-01,18000,1.0,1.0,1.0,0.97,1.0,17460
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_IN_VALUE_SWITCHER_2028M02,IPHONE_NM_2028_BASE,CONSUMER_IN_VALUE_SWITCHER,IN_VALUE_SWITCHER,2028-02,19000,1.0,1.0,1.0,0.97,1.0,18430
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_IN_VALUE_SWITCHER_2028M03,IPHONE_NM_2028_BASE,CONSUMER_IN_VALUE_SWITCHER,IN_VALUE_SWITCHER,2028-03,20500,1.0,1.0,1.0,0.97,1.0,19885
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_IN_VALUE_SWITCHER_2028M04,IPHONE_NM_2028_BASE,CONSUMER_IN_VALUE_SWITCHER,IN_VALUE_SWITCHER,2028-04,22000,1.0,1.0,1.0,0.97,1.0,21340
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_IN_VALUE_SWITCHER_2028M05,IPHONE_NM_2028_BASE,CONSUMER_IN_VALUE_SWITCHER,IN_VALUE_SWITCHER,2028-05,24000,1.0,1.0,1.0,0.97,1.0,23280
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_IN_VALUE_SWITCHER_2028M06,IPHONE_NM_2028_BASE,CONSUMER_IN_VALUE_SWITCHER,IN_VALUE_SWITCHER,2028-06,26000,1.0,1.0,1.0,0.97,1.0,25220
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_IN_VALUE_SWITCHER_2028M07,IPHONE_NM_2028_BASE,CONSUMER_IN_VALUE_SWITCHER,IN_VALUE_SWITCHER,2028-07,29000,1.0,1.0,1.0,0.97,1.0,28130
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_IN_VALUE_SWITCHER_2028M08,IPHONE_NM_2028_BASE,CONSUMER_IN_VALUE_SWITCHER,IN_VALUE_SWITCHER,2028-08,32000,1.0,1.0,1.0,0.97,1.0,31040
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_IN_VALUE_SWITCHER_2028M09,IPHONE_NM_2028_BASE,CONSUMER_IN_VALUE_SWITCHER,IN_VALUE_SWITCHER,2028-09,42000,1.35,1.0,1.0,0.97,1.0,54999
