record_status,source_type,source_ref,confidence_level,owner_name,last_updated_at,remarks,lt_id,from_node_id,to_node_id,product_or_part_id,lt_type,lt_days,lt_variability_days,customs_days,buffer_days,effective_start_month,effective_end_month
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_BATT_CHINA_PLANT_TO_ASM_INDIA_MAIN,BATT_CHINA_PLANT,ASM_INDIA_MAIN,,TRANSPORT_LT,4,2,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_BATT_CHINA_PLANT_TO_ASM_VIETNAM_MAIN,BATT_CHINA_PLANT,ASM_VIETNAM_MAIN,,TRANSPORT_LT,4,2,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_HOUSING_VN_PLANT_TO_ASM_CHINA_MAIN,HOUSING_VN_PLANT,ASM_CHINA_MAIN,,TRANSPORT_LT,4,2,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_HOUSING_VN_PLANT_TO_ASM_INDIA_MAIN,HOUSING_VN_PLANT,ASM_INDIA_MAIN,,TRANSPORT_LT,5,2,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_HOUSING_VN_PLANT_TO_ASM_VIETNAM_MAIN,HOUSING_VN_PLANT,ASM_VIETNAM_MAIN,,TRANSPORT_LT,2,1,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_PCB_TH_PLANT_TO_ASM_CHINA_MAIN,PCB_TH_PLANT,ASM_CHINA_MAIN,,TRANSPORT_LT,4,2,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_PCB_TH_PLANT_TO_ASM_INDIA_MAIN,PCB_TH_PLANT,ASM_INDIA_MAIN,,TRANSPORT_LT,5,2,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_PCB_TH_PLANT_TO_ASM_VIETNAM_MAIN,PCB_TH_PLANT,ASM_VIETNAM_MAIN,,TRANSPORT_LT,3,1,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_PKG_INDIA_PLANT_TO_ASM_INDIA_MAIN,PKG_INDIA_PLANT,ASM_INDIA_MAIN,,TRANSPORT_LT,2,1,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_PKG_INDIA_PLANT_TO_ASM_CHINA_MAIN,PKG_INDIA_PLANT,ASM_CHINA_MAIN,,TRANSPORT_LT,5,2,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_PKG_INDIA_PLANT_TO_ASM_VIETNAM_MAIN,PKG_INDIA_PLANT,ASM_VIETNAM_MAIN,,TRANSPORT_LT,4,2,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_ASM_CHINA_MAIN_TO_RH_NA,ASM_CHINA_MAIN,RH_NA,IPHONE_NM_2028_BASE,TRANSPORT_LT,9,2,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_ASM_CHINA_MAIN_TO_RH_EU_WEST,ASM_CHINA_MAIN,RH_EU_WEST,IPHONE_NM_2028_BASE,TRANSPORT_LT,10,2,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_ASM_CHINA_MAIN_TO_RH_CHINA,ASM_CHINA_MAIN,RH_CHINA,IPHONE_NM_2028_BASE,TRANSPORT_LT,3,1,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_ASM_CHINA_MAIN_TO_RH_JAPAN,ASM_CHINA_MAIN,RH_JAPAN,IPHONE_NM_2028_BASE,TRANSPORT_LT,4,2,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_ASM_CHINA_MAIN_TO_RH_SEA,ASM_CHINA_MAIN,RH_SEA,IPHONE_NM_2028_BASE,TRANSPORT_LT,5,2,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_ASM_INDIA_MAIN_TO_RH_NA,ASM_INDIA_MAIN,RH_NA,IPHONE_NM_2028_BASE,TRANSPORT_LT,10,2,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_ASM_INDIA_MAIN_TO_RH_EU_WEST,ASM_INDIA_MAIN,RH_EU_WEST,IPHONE_NM_2028_BASE,TRANSPORT_LT,9,2,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_ASM_INDIA_MAIN_TO_RH_INDIA,ASM_INDIA_MAIN,RH_INDIA,IPHONE_NM_2028_BASE,TRANSPORT_LT,2,1,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_ASM_INDIA_MAIN_TO_RH_SEA,ASM_INDIA_MAIN,RH_SEA,IPHONE_NM_2028_BASE,TRANSPORT_LT,5,2,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_ASM_VIETNAM_MAIN_TO_RH_NA,ASM_VIETNAM_MAIN,RH_NA,IPHONE_NM_2028_BASE,TRANSPORT_LT,9,2,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_ASM_VIETNAM_MAIN_TO_RH_EU_WEST,ASM_VIETNAM_MAIN,RH_EU_WEST,IPHONE_NM_2028_BASE,TRANSPORT_LT,10,2,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_ASM_VIETNAM_MAIN_TO_RH_SEA,ASM_VIETNAM_MAIN,RH_SEA,IPHONE_NM_2028_BASE,TRANSPORT_LT,2,1,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_ASM_VIETNAM_MAIN_TO_RH_JAPAN,ASM_VIETNAM_MAIN,RH_JAPAN,IPHONE_NM_2028_BASE,TRANSPORT_LT,5,2,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_RH_NA_TO_COUNTRY_NODE_US,RH_NA,COUNTRY_NODE_US,IPHONE_NM_2028_BASE,TRANSPORT_LT,2,1,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_RH_NA_TO_COUNTRY_NODE_CA,RH_NA,COUNTRY_NODE_CA,IPHONE_NM_2028_BASE,TRANSPORT_LT,2,1,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_RH_NA_TO_COUNTRY_NODE_MX,RH_NA,COUNTRY_NODE_MX,IPHONE_NM_2028_BASE,TRANSPORT_LT,2,1,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_RH_EU_WEST_TO_COUNTRY_NODE_DE,RH_EU_WEST,COUNTRY_NODE_DE,IPHONE_NM_2028_BASE,TRANSPORT_LT,2,1,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_RH_EU_WEST_TO_COUNTRY_NODE_FR,RH_EU_WEST,COUNTRY_NODE_FR,IPHONE_NM_2028_BASE,TRANSPORT_LT,2,1,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_RH_EU_WEST_TO_COUNTRY_NODE_UK,RH_EU_WEST,COUNTRY_NODE_UK,IPHONE_NM_2028_BASE,TRANSPORT_LT,2,1,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_RH_INDIA_TO_COUNTRY_NODE_IN,RH_INDIA,COUNTRY_NODE_IN,IPHONE_NM_2028_BASE,TRANSPORT_LT,2,1,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_RH_CHINA_TO_COUNTRY_NODE_CN,RH_CHINA,COUNTRY_NODE_CN,IPHONE_NM_2028_BASE,TRANSPORT_LT,2,1,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_RH_JAPAN_TO_COUNTRY_NODE_JP,RH_JAPAN,COUNTRY_NODE_JP,IPHONE_NM_2028_BASE,TRANSPORT_LT,2,1,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_RH_SEA_TO_COUNTRY_NODE_SG,RH_SEA,COUNTRY_NODE_SG,IPHONE_NM_2028_BASE,TRANSPORT_LT,2,1,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_RH_SEA_TO_COUNTRY_NODE_TH,RH_SEA,COUNTRY_NODE_TH,IPHONE_NM_2028_BASE,TRANSPORT_LT,2,1,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_RH_SEA_TO_COUNTRY_NODE_VN,RH_SEA,COUNTRY_NODE_VN,IPHONE_NM_2028_BASE,TRANSPORT_LT,2,1,1,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_COUNTRY_NODE_US_TO_CHANNEL_US_APPLE_ONLINE,COUNTRY_NODE_US,CHANNEL_US_APPLE_ONLINE,IPHONE_NM_2028_BASE,TRANSPORT_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_COUNTRY_NODE_US_TO_CHANNEL_US_CARRIER,COUNTRY_NODE_US,CHANNEL_US_CARRIER,IPHONE_NM_2028_BASE,TRANSPORT_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_COUNTRY_NODE_CA_TO_CHANNEL_CA_APPLE_ONLINE,COUNTRY_NODE_CA,CHANNEL_CA_APPLE_ONLINE,IPHONE_NM_2028_BASE,TRANSPORT_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_COUNTRY_NODE_CA_TO_CHANNEL_CA_CARRIER,COUNTRY_NODE_CA,CHANNEL_CA_CARRIER,IPHONE_NM_2028_BASE,TRANSPORT_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_COUNTRY_NODE_MX_TO_CHANNEL_MX_LARGE_RETAIL,COUNTRY_NODE_MX,CHANNEL_MX_LARGE_RETAIL,IPHONE_NM_2028_BASE,TRANSPORT_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_COUNTRY_NODE_MX_TO_CHANNEL_MX_CARRIER,COUNTRY_NODE_MX,CHANNEL_MX_CARRIER,IPHONE_NM_2028_BASE,TRANSPORT_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_COUNTRY_NODE_DE_TO_CHANNEL_DE_APPLE_ONLINE,COUNTRY_NODE_DE,CHANNEL_DE_APPLE_ONLINE,IPHONE_NM_2028_BASE,TRANSPORT_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_COUNTRY_NODE_DE_TO_CHANNEL_DE_CARRIER,COUNTRY_NODE_DE,CHANNEL_DE_CARRIER,IPHONE_NM_2028_BASE,TRANSPORT_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_COUNTRY_NODE_FR_TO_CHANNEL_FR_APPLE_ONLINE,COUNTRY_NODE_FR,CHANNEL_FR_APPLE_ONLINE,IPHONE_NM_2028_BASE,TRANSPORT_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_COUNTRY_NODE_FR_TO_CHANNEL_FR_CARRIER,COUNTRY_NODE_FR,CHANNEL_FR_CARRIER,IPHONE_NM_2028_BASE,TRANSPORT_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_COUNTRY_NODE_UK_TO_CHANNEL_UK_APPLE_ONLINE,COUNTRY_NODE_UK,CHANNEL_UK_APPLE_ONLINE,IPHONE_NM_2028_BASE,TRANSPORT_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_COUNTRY_NODE_UK_TO_CHANNEL_UK_CARRIER,COUNTRY_NODE_UK,CHANNEL_UK_CARRIER,IPHONE_NM_2028_BASE,TRANSPORT_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_COUNTRY_NODE_IN_TO_CHANNEL_IN_LARGE_RETAIL,COUNTRY_NODE_IN,CHANNEL_IN_LARGE_RETAIL,IPHONE_NM_2028_BASE,TRANSPORT_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_COUNTRY_NODE_IN_TO_CHANNEL_IN_ECOM,COUNTRY_NODE_IN,CHANNEL_IN_ECOM,IPHONE_NM_2028_BASE,TRANSPORT_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_COUNTRY_NODE_CN_TO_CHANNEL_CN_APPLE_ONLINE,COUNTRY_NODE_CN,CHANNEL_CN_APPLE_ONLINE,IPHONE_NM_2028_BASE,TRANSPORT_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_COUNTRY_NODE_CN_TO_CHANNEL_CN_ECOM,COUNTRY_NODE_CN,CHANNEL_CN_ECOM,IPHONE_NM_2028_BASE,TRANSPORT_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_COUNTRY_NODE_JP_TO_CHANNEL_JP_APPLE_RETAIL,COUNTRY_NODE_JP,CHANNEL_JP_APPLE_RETAIL,IPHONE_NM_2028_BASE,TRANSPORT_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_COUNTRY_NODE_JP_TO_CHANNEL_JP_CARRIER,COUNTRY_NODE_JP,CHANNEL_JP_CARRIER,IPHONE_NM_2028_BASE,TRANSPORT_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_COUNTRY_NODE_SG_TO_CHANNEL_SG_APPLE_ONLINE,COUNTRY_NODE_SG,CHANNEL_SG_APPLE_ONLINE,IPHONE_NM_2028_BASE,TRANSPORT_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_COUNTRY_NODE_TH_TO_CHANNEL_TH_DISTRIBUTOR,COUNTRY_NODE_TH,CHANNEL_TH_DISTRIBUTOR,IPHONE_NM_2028_BASE,TRANSPORT_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_COUNTRY_NODE_VN_TO_CHANNEL_VN_DISTRIBUTOR,COUNTRY_NODE_VN,CHANNEL_VN_DISTRIBUTOR,IPHONE_NM_2028_BASE,TRANSPORT_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_CHANNEL_US_APPLE_ONLINE_TO_CONSUMER_US_PREMIUM_EARLY,CHANNEL_US_APPLE_ONLINE,CONSUMER_US_PREMIUM_EARLY,IPHONE_NM_2028_BASE,CHANNEL_REPLENISH_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_CHANNEL_US_CARRIER_TO_CONSUMER_US_MAINSTREAM,CHANNEL_US_CARRIER,CONSUMER_US_MAINSTREAM,IPHONE_NM_2028_BASE,CHANNEL_REPLENISH_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_CHANNEL_CA_APPLE_ONLINE_TO_CONSUMER_CA_PREMIUM,CHANNEL_CA_APPLE_ONLINE,CONSUMER_CA_PREMIUM,IPHONE_NM_2028_BASE,CHANNEL_REPLENISH_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_CHANNEL_MX_LARGE_RETAIL_TO_CONSUMER_MX_VALUE,CHANNEL_MX_LARGE_RETAIL,CONSUMER_MX_VALUE,IPHONE_NM_2028_BASE,CHANNEL_REPLENISH_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_CHANNEL_DE_APPLE_ONLINE_TO_CONSUMER_DE_PREMIUM,CHANNEL_DE_APPLE_ONLINE,CONSUMER_DE_PREMIUM,IPHONE_NM_2028_BASE,CHANNEL_REPLENISH_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_CHANNEL_FR_CARRIER_TO_CONSUMER_FR_MAINSTREAM,CHANNEL_FR_CARRIER,CONSUMER_FR_MAINSTREAM,IPHONE_NM_2028_BASE,CHANNEL_REPLENISH_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_CHANNEL_UK_APPLE_ONLINE_TO_CONSUMER_UK_PREMIUM,CHANNEL_UK_APPLE_ONLINE,CONSUMER_UK_PREMIUM,IPHONE_NM_2028_BASE,CHANNEL_REPLENISH_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_CHANNEL_IN_LARGE_RETAIL_TO_CONSUMER_IN_VALUE_SWITCHER,CHANNEL_IN_LARGE_RETAIL,CONSUMER_IN_VALUE_SWITCHER,IPHONE_NM_2028_BASE,CHANNEL_REPLENISH_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_CHANNEL_IN_ECOM_TO_CONSUMER_IN_PREMIUM_ASPIRER,CHANNEL_IN_ECOM,CONSUMER_IN_PREMIUM_ASPIRER,IPHONE_NM_2028_BASE,CHANNEL_REPLENISH_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_CHANNEL_CN_APPLE_ONLINE_TO_CONSUMER_CN_PREMIUM_EARLY,CHANNEL_CN_APPLE_ONLINE,CONSUMER_CN_PREMIUM_EARLY,IPHONE_NM_2028_BASE,CHANNEL_REPLENISH_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_CHANNEL_CN_ECOM_TO_CONSUMER_CN_MAINSTREAM,CHANNEL_CN_ECOM,CONSUMER_CN_MAINSTREAM,IPHONE_NM_2028_BASE,CHANNEL_REPLENISH_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_CHANNEL_JP_CARRIER_TO_CONSUMER_JP_REPLACEMENT,CHANNEL_JP_CARRIER,CONSUMER_JP_REPLACEMENT,IPHONE_NM_2028_BASE,CHANNEL_REPLENISH_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_CHANNEL_SG_APPLE_ONLINE_TO_CONSUMER_SG_PREMIUM,CHANNEL_SG_APPLE_ONLINE,CONSUMER_SG_PREMIUM,IPHONE_NM_2028_BASE,CHANNEL_REPLENISH_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_CHANNEL_TH_DISTRIBUTOR_TO_CONSUMER_TH_VALUE,CHANNEL_TH_DISTRIBUTOR,CONSUMER_TH_VALUE,IPHONE_NM_2028_BASE,CHANNEL_REPLENISH_LT,1,1,0,1,2027-01,2028-12
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,LT_E_CHANNEL_VN_DISTRIBUTOR_TO_CONSUMER_VN_YOUTH,CHANNEL_VN_DISTRIBUTOR,CONSUMER_VN_YOUTH,IPHONE_NM_2028_BASE,CHANNEL_REPLENISH_LT,1,1,0,1,2027-01,2028-12
