record_status,source_type,source_ref,confidence_level,owner_name,last_updated_at,remarks,edge_id,from_node_id,to_node_id,edge_type,transport_mode,default_lt_days,capacity_type,priority_rank,cost_rule_id,is_active
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,E_COUNTRY_NODE_CN_TO_CHANNEL_CN_ECOM,COUNTRY_NODE_CN,CHANNEL_CN_ECOM,CHANNEL_SUPPLY,TRUCK,1,TRANSPORT_CAP,1,,Y
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,E_COUNTRY_NODE_JP_TO_CHANNEL_JP_APPLE_RETAIL,COUNTRY_NODE_JP,CHANNEL_JP_APPLE_RETAIL,CHANNEL_SUPPLY,TRUCK,1,TRANSPORT_CAP,1,,Y
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,E_COUNTRY_NODE_JP_TO_CHANNEL_JP_CARRIER,COUNTRY_NODE_JP,CHANNEL_JP_CARRIER,CHANNEL_SUPPLY,TRUCK,1,TRANSPORT_CAP,1,,Y
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,E_COUNTRY_NODE_SG_TO_CHANNEL_SG_APPLE_ONLINE,COUNTRY_NODE_SG,CHANNEL_SG_APPLE_ONLINE,CHANNEL_SUPPLY,TRUCK,1,TRANSPORT_CAP,1,,Y
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,E_COUNTRY_NODE_TH_TO_CHANNEL_TH_DISTRIBUTOR,COUNTRY_NODE_TH,CHANNEL_TH_DISTRIBUTOR,CHANNEL_SUPPLY,TRUCK,1,TRANSPORT_CAP,1,,Y
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,E_COUNTRY_NODE_VN_TO_CHANNEL_VN_DISTRIBUTOR,COUNTRY_NODE_VN,CHANNEL_VN_DISTRIBUTOR,CHANNEL_SUPPLY,TRUCK,1,TRANSPORT_CAP,1,,Y
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,E_CHANNEL_US_APPLE_ONLINE_TO_CONSUMER_US_PREMIUM_EARLY,CHANNEL_US_APPLE_ONLINE,CONSUMER_US_PREMIUM_EARLY,SELL_THROUGH,DIGITAL_SELLTHROUGH,1,CHANNEL_CAP,1,,Y
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,E_CHANNEL_US_CARRIER_TO_CONSUMER_US_MAINSTREAM,CHANNEL_US_CARRIER,CONSUMER_US_MAINSTREAM,SELL_THROUGH,DIGITAL_SELLTHROUGH,1,CHANNEL_CAP,1,,Y
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,E_CHANNEL_CA_APPLE_ONLINE_TO_CONSUMER_CA_PREMIUM,CHANNEL_CA_APPLE_ONLINE,CONSUMER_CA_PREMIUM,SELL_THROUGH,DIGITAL_SELLTHROUGH,1,CHANNEL_CAP,1,,Y
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,E_CHANNEL_MX_LARGE_RETAIL_TO_CONSUMER_MX_VALUE,CHANNEL_MX_LARGE_RETAIL,CONSUMER_MX_VALUE,SELL_THROUGH,DIGITAL_SELLTHROUGH,1,CHANNEL_CAP,1,,Y
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,E_CHANNEL_DE_APPLE_ONLINE_TO_CONSUMER_DE_PREMIUM,CHANNEL_DE_APPLE_ONLINE,CONSUMER_DE_PREMIUM,SELL_THROUGH,DIGITAL_SELLTHROUGH,1,CHANNEL_CAP,1,,Y
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,E_CHANNEL_FR_CARRIER_TO_CONSUMER_FR_MAINSTREAM,CHANNEL_FR_CARRIER,CONSUMER_FR_MAINSTREAM,SELL_THROUGH,DIGITAL_SELLTHROUGH,1,CHANNEL_CAP,1,,Y
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,E_CHANNEL_UK_APPLE_ONLINE_TO_CONSUMER_UK_PREMIUM,CHANNEL_UK_APPLE_ONLINE,CONSUMER_UK_PREMIUM,SELL_THROUGH,DIGITAL_SELLTHROUGH,1,CHANNEL_CAP,1,,Y
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,E_CHANNEL_IN_LARGE_RETAIL_TO_CONSUMER_IN_VALUE_SWITCHER,CHANNEL_IN_LARGE_RETAIL,CONSUMER_IN_VALUE_SWITCHER,SELL_THROUGH,DIGITAL_SELLTHROUGH,1,CHANNEL_CAP,1,,Y
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,E_CHANNEL_IN_ECOM_TO_CONSUMER_IN_PREMIUM_ASPIRER,CHANNEL_IN_ECOM,CONSUMER_IN_PREMIUM_ASPIRER,SELL_THROUGH,DIGITAL_SELLTHROUGH,1,CHANNEL_CAP,1,,Y
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,E_CHANNEL_CN_APPLE_ONLINE_TO_CONSUMER_CN_PREMIUM_EARLY,CHANNEL_CN_APPLE_ONLINE,CONSUMER_CN_PREMIUM_EARLY,SELL_THROUGH,DIGITAL_SELLTHROUGH,1,CHANNEL_CAP,1,,Y
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,E_CHANNEL_CN_ECOM_TO_CONSUMER_CN_MAINSTREAM,CHANNEL_CN_ECOM,CONSUMER_CN_MAINSTREAM,SELL_THROUGH,DIGITAL_SELLTHROUGH,1,CHANNEL_CAP,1,,Y
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,E_CHANNEL_JP_CARRIER_TO_CONSUMER_JP_REPLACEMENT,CHANNEL_JP_CARRIER,CONSUMER_JP_REPLACEMENT,SELL_THROUGH,DIGITAL_SELLTHROUGH,1,CHANNEL_CAP,1,,Y
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,E_CHANNEL_SG_APPLE_ONLINE_TO_CONSUMER_SG_PREMIUM,CHANNEL_SG_APPLE_ONLINE,CONSUMER_SG_PREMIUM,SELL_THROUGH,DIGITAL_SELLTHROUGH,1,CHANNEL_CAP,1,,Y
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,E_CHANNEL_TH_DISTRIBUTOR_TO_CONSUMER_TH_VALUE,CHANNEL_TH_DISTRIBUTOR,CONSUMER_TH_VALUE,SELL_THROUGH,DIGITAL_SELLTHROUGH,1,CHANNEL_CAP,1,,Y
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,E_CHANNEL_VN_DISTRIBUTOR_TO_CONSUMER_VN_YOUTH,CHANNEL_VN_DISTRIBUTOR,CONSUMER_VN_YOUTH,SELL_THROUGH,DIGITAL_SELLTHROUGH,1,CHANNEL_CAP,1,,Y
