allocated_amount,driver,from_key,rule_name,to_key,weight
44955.12153418017,sales_units,WS_APAC,RULE_WS_APAC_INVENTORY_TO_MARKET,MKT_JP_REPLACEMENT,0.029447534136893813
48589.05992980026,sales_units,WS_APAC,RULE_WS_APAC_INVENTORY_TO_MARKET,MKT_UK_MAINSTREAM,0.03182791975936465
46501.19714249854,sales_units,WS_APAC,RULE_WS_APAC_INVENTORY_TO_MARKET,MKT_DE_PREMIUM,0.030460280019908678
155525.95617182055,sales_units,WS_APAC,RULE_WS_APAC_INVENTORY_TO_MARKET,MKT_US_MAINSTREAM,0.10187617666789292
124141.9427551016,sales_units,WS_APAC,RULE_WS_APAC_INVENTORY_TO_MARKET,MKT_US_PREMIUM,0.08131830083746294
457985.256,sales_units,WS_APAC,RULE_WS_APAC_SGA_TO_MARKET,,0.6
61905.79235956807,sales_units,WS_APAC,RULE_WS_APAC_SGA_TO_MARKET,MKT_CN_PREMIUM,0.08110190214451105
33561.07287373136,sales_units,WS_APAC,RULE_WS_APAC_SGA_TO_MARKET,MKT_IN_ASPIRER,0.04396788643396594
22477.560767090086,sales_units,WS_APAC,RULE_WS_APAC_SGA_TO_MARKET,MKT_JP_REPLACEMENT,0.029447534136893813
24294.52996490013,sales_units,WS_APAC,RULE_WS_APAC_SGA_TO_MARKET,MKT_UK_MAINSTREAM,0.03182791975936465
23250.59857124927,sales_units,WS_APAC,RULE_WS_APAC_SGA_TO_MARKET,MKT_DE_PREMIUM,0.030460280019908678
77762.97808591028,sales_units,WS_APAC,RULE_WS_APAC_SGA_TO_MARKET,MKT_US_MAINSTREAM,0.10187617666789292
62070.9713775508,sales_units,WS_APAC,RULE_WS_APAC_SGA_TO_MARKET,MKT_US_PREMIUM,0.08131830083746294
369241.15199999994,sales_units,WS_EU,RULE_WS_EU_INVENTORY_TO_MARKET,,0.6
49910.26629538421,sales_units,WS_EU,RULE_WS_EU_INVENTORY_TO_MARKET,MKT_CN_PREMIUM,0.08110190214451105
27057.921729804588,sales_units,WS_EU,RULE_WS_EU_INVENTORY_TO_MARKET,MKT_IN_ASPIRER,0.04396788643396594
18122.06904710999,sales_units,WS_EU,RULE_WS_EU_INVENTORY_TO_MARKET,MKT_JP_REPLACEMENT,0.029447534136893813
19586.96292951894,sales_units,WS_EU,RULE_WS_EU_INVENTORY_TO_MARKET,MKT_UK_MAINSTREAM,0.03182791975936465
18745.314807989438,sales_units,WS_EU,RULE_WS_EU_INVENTORY_TO_MARKET,MKT_DE_PREMIUM,0.030460280019908678
62694.7947236805,sales_units,WS_EU,RULE_WS_EU_INVENTORY_TO_MARKET,MKT_US_MAINSTREAM,0.10187617666789292
50043.4384665123,sales_units,WS_EU,RULE_WS_EU_INVENTORY_TO_MARKET,MKT_US_PREMIUM,0.08131830083746294
184620.57599999997,sales_units,WS_EU,RULE_WS_EU_SGA_TO_MARKET,,0.6
24955.133147692104,sales_units,WS_EU,RULE_WS_EU_SGA_TO_MARKET,MKT_CN_PREMIUM,0.08110190214451105
13528.960864902294,sales_units,WS_EU,RULE_WS_EU_SGA_TO_MARKET,MKT_IN_ASPIRER,0.04396788643396594
9061.034523554996,sales_units,WS_EU,RULE_WS_EU_SGA_TO_MARKET,MKT_JP_REPLACEMENT,0.029447534136893813
9793.48146475947,sales_units,WS_EU,RULE_WS_EU_SGA_TO_MARKET,MKT_UK_MAINSTREAM,0.03182791975936465
9372.657403994719,sales_units,WS_EU,RULE_WS_EU_SGA_TO_MARKET,MKT_DE_PREMIUM,0.030460280019908678
31347.39736184025,sales_units,WS_EU,RULE_WS_EU_SGA_TO_MARKET,MKT_US_MAINSTREAM,0.10187617666789292
25021.71923325615,sales_units,WS_EU,RULE_WS_EU_SGA_TO_MARKET,MKT_US_PREMIUM,0.08131830083746294
542983.5839999999,sales_units,DAD_FAS_AMER,RULE_DAD_AMER_INVENTORY_TO_MARKET,,0.6
73395.00249273982,sales_units,DAD_FAS_AMER,RULE_DAD_AMER_INVENTORY_TO_MARKET,MKT_CN_PREMIUM,0.08110190214451105
39789.734261366335,sales_units,DAD_FAS_AMER,RULE_DAD_AMER_INVENTORY_TO_MARKET,MKT_IN_ASPIRER,0.04396788643396594
26649.212709354913,sales_units,DAD_FAS_AMER,RULE_DAD_AMER_INVENTORY_TO_MARKET,MKT_JP_REPLACEMENT,0.029447534136893813
28803.39657034039,sales_units,DAD_FAS_AMER,RULE_DAD_AMER_INVENTORY_TO_MARKET,MKT_UK_MAINSTREAM,0.03182791975936465
27565.720024756007,sales_units,DAD_FAS_AMER,RULE_DAD_AMER_INVENTORY_TO_MARKET,MKT_DE_PREMIUM,0.030460280019908678
92195.15255224945,sales_units,DAD_FAS_AMER,RULE_DAD_AMER_INVENTORY_TO_MARKET,MKT_US_MAINSTREAM,0.10187617666789292
73590.83738919304,sales_units,DAD_FAS_AMER,RULE_DAD_AMER_INVENTORY_TO_MARKET,MKT_US_PREMIUM,0.08131830083746294
814475.3759999999,sales_units,DAD_FAS_AMER,RULE_DAD_AMER_SGA_TO_MARKET,,0.6
110092.50373910973,sales_units,DAD_FAS_AMER,RULE_DAD_AMER_SGA_TO_MARKET,MKT_CN_PREMIUM,0.08110190214451105
59684.60139204951,sales_units,DAD_FAS_AMER,RULE_DAD_AMER_SGA_TO_MARKET,MKT_IN_ASPIRER,0.04396788643396594
39973.819064032374,sales_units,DAD_FAS_AMER,RULE_DAD_AMER_SGA_TO_MARKET,MKT_JP_REPLACEMENT,0.029447534136893813
43205.094855510586,sales_units,DAD_FAS_AMER,RULE_DAD_AMER_SGA_TO_MARKET,MKT_UK_MAINSTREAM,0.03182791975936465
41348.580037134016,sales_units,DAD_FAS_AMER,RULE_DAD_AMER_SGA_TO_MARKET,MKT_DE_PREMIUM,0.030460280019908678
138292.72882837418,sales_units,DAD_FAS_AMER,RULE_DAD_AMER_SGA_TO_MARKET,MKT_US_MAINSTREAM,0.10187617666789292
110386.25608378957,sales_units,DAD_FAS_AMER,RULE_DAD_AMER_SGA_TO_MARKET,MKT_US_PREMIUM,0.08131830083746294
457985.256,sales_units,DAD_FAS_APAC,RULE_DAD_APAC_INVENTORY_TO_MARKET,,0.6
61905.79235956807,sales_units,DAD_FAS_APAC,RULE_DAD_APAC_INVENTORY_TO_MARKET,MKT_CN_PREMIUM,0.08110190214451105
33561.07287373136,sales_units,DAD_FAS_APAC,RULE_DAD_APAC_INVENTORY_TO_MARKET,MKT_IN_ASPIRER,0.04396788643396594
22477.560767090086,sales_units,DAD_FAS_APAC,RULE_DAD_APAC_INVENTORY_TO_MARKET,MKT_JP_REPLACEMENT,0.029447534136893813
24294.52996490013,sales_units,DAD_FAS_APAC,RULE_DAD_APAC_INVENTORY_TO_MARKET,MKT_UK_MAINSTREAM,0.03182791975936465
23250.59857124927,sales_units,DAD_FAS_APAC,RULE_DAD_APAC_INVENTORY_TO_MARKET,MKT_DE_PREMIUM,0.030460280019908678
77762.97808591028,sales_units,DAD_FAS_APAC,RULE_DAD_APAC_INVENTORY_TO_MARKET,MKT_US_MAINSTREAM,0.10187617666789292
62070.9713775508,sales_units,DAD_FAS_APAC,RULE_DAD_APAC_INVENTORY_TO_MARKET,MKT_US_PREMIUM,0.08131830083746294
686977.8840000001,sales_units,DAD_FAS_APAC,RULE_DAD_APAC_SGA_TO_MARKET,,0.6
92858.68853935211,sales_units,DAD_FAS_APAC,RULE_DAD_APAC_SGA_TO_MARKET,MKT_CN_PREMIUM,0.08110190214451105
50341.60931059705,sales_units,DAD_FAS_APAC,RULE_DAD_APAC_SGA_TO_MARKET,MKT_IN_ASPIRER,0.04396788643396594
33716.34115063513,sales_units,DAD_FAS_APAC,RULE_DAD_APAC_SGA_TO_MARKET,MKT_JP_REPLACEMENT,0.029447534136893813
36441.7949473502,sales_units,DAD_FAS_APAC,RULE_DAD_APAC_SGA_TO_MARKET,MKT_UK_MAINSTREAM,0.03182791975936465
34875.897856873904,sales_units,DAD_FAS_APAC,RULE_DAD_APAC_SGA_TO_MARKET,MKT_DE_PREMIUM,0.030460280019908678
116644.46712886544,sales_units,DAD_FAS_APAC,RULE_DAD_APAC_SGA_TO_MARKET,MKT_US_MAINSTREAM,0.10187617666789292
93106.45706632621,sales_units,DAD_FAS_APAC,RULE_DAD_APAC_SGA_TO_MARKET,MKT_US_PREMIUM,0.08131830083746294
184620.57599999997,sales_units,DAD_FAS_EURO,RULE_DAD_EURO_INVENTORY_TO_MARKET,,0.6
24955.133147692104,sales_units,DAD_FAS_EURO,RULE_DAD_EURO_INVENTORY_TO_MARKET,MKT_CN_PREMIUM,0.08110190214451105
13528.960864902294,sales_units,DAD_FAS_EURO,RULE_DAD_EURO_INVENTORY_TO_MARKET,MKT_IN_ASPIRER,0.04396788643396594
9061.034523554996,sales_units,DAD_FAS_EURO,RULE_DAD_EURO_INVENTORY_TO_MARKET,MKT_JP_REPLACEMENT,0.029447534136893813
9793.48146475947,sales_units,DAD_FAS_EURO,RULE_DAD_EURO_INVENTORY_TO_MARKET,MKT_UK_MAINSTREAM,0.03182791975936465
9372.657403994719,sales_units,DAD_FAS_EURO,RULE_DAD_EURO_INVENTORY_TO_MARKET,MKT_DE_PREMIUM,0.030460280019908678
31347.39736184025,sales_units,DAD_FAS_EURO,RULE_DAD_EURO_INVENTORY_TO_MARKET,MKT_US_MAINSTREAM,0.10187617666789292
25021.71923325615,sales_units,DAD_FAS_EURO,RULE_DAD_EURO_INVENTORY_TO_MARKET,MKT_US_PREMIUM,0.08131830083746294
276930.864,sales_units,DAD_FAS_EURO,RULE_DAD_EURO_SGA_TO_MARKET,,0.6
37432.69972153816,sales_units,DAD_FAS_EURO,RULE_DAD_EURO_SGA_TO_MARKET,MKT_CN_PREMIUM,0.08110190214451105
20293.44129735344,sales_units,DAD_FAS_EURO,RULE_DAD_EURO_SGA_TO_MARKET,MKT_IN_ASPIRER,0.04396788643396594
13591.551785332496,sales_units,DAD_FAS_EURO,RULE_DAD_EURO_SGA_TO_MARKET,MKT_JP_REPLACEMENT,0.029447534136893813
14690.222197139208,sales_units,DAD_FAS_EURO,RULE_DAD_EURO_SGA_TO_MARKET,MKT_UK_MAINSTREAM,0.03182791975936465
14058.986105992079,sales_units,DAD_FAS_EURO,RULE_DAD_EURO_SGA_TO_MARKET,MKT_DE_PREMIUM,0.030460280019908678
47021.09604276038,sales_units,DAD_FAS_EURO,RULE_DAD_EURO_SGA_TO_MARKET,MKT_US_MAINSTREAM,0.10187617666789292
37532.57884988423,sales_units,DAD_FAS_EURO,RULE_DAD_EURO_SGA_TO_MARKET,MKT_US_PREMIUM,0.08131830083746294
